trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,n_cases_hq_cohort_both_sexes,n_cases_hq_cohort_females,n_cases_hq_cohort_males,pops,num_pops,pops_pass_qc,num_pops_pass_qc,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,rhemc_25bin_50rv_h2_observed_AFR,rhemc_25bin_50rv_h2_observed_AMR,rhemc_25bin_50rv_h2_observed_CSA,rhemc_25bin_50rv_h2_observed_EAS,sldsc_25bin_h2_observed_EUR,rhemc_25bin_50rv_h2_observed_MID,rhemc_25bin_50rv_h2_observed_se_AFR,rhemc_25bin_50rv_h2_observed_se_AMR,rhemc_25bin_50rv_h2_observed_se_CSA,rhemc_25bin_50rv_h2_observed_se_EAS,sldsc_25bin_h2_observed_se_EUR,rhemc_25bin_50rv_h2_observed_se_MID,rhemc_25bin_50rv_h2_liability_AFR,rhemc_25bin_50rv_h2_liability_AMR,rhemc_25bin_50rv_h2_liability_CSA,rhemc_25bin_50rv_h2_liability_EAS,sldsc_25bin_h2_liability_EUR,rhemc_25bin_50rv_h2_liability_MID,rhemc_25bin_50rv_h2_liability_se_AFR,rhemc_25bin_50rv_h2_liability_se_AMR,rhemc_25bin_50rv_h2_liability_se_CSA,rhemc_25bin_50rv_h2_liability_se_EAS,sldsc_25bin_h2_liability_se_EUR,rhemc_25bin_50rv_h2_liability_se_MID,rhemc_25bin_50rv_h2_z_AFR,rhemc_25bin_50rv_h2_z_AMR,rhemc_25bin_50rv_h2_z_CSA,rhemc_25bin_50rv_h2_z_EAS,sldsc_25bin_h2_z_EUR,rhemc_25bin_50rv_h2_z_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID,in_max_independent_set,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,md5_hex,size_in_bytes,md5_hex_tabix,size_in_bytes_tabix,trait_efos,trait_efo_terms,trait_efo_categories
icd10,B02,both_sexes,,,B02 Zoster [herpes zoster],truncated: true,NA,Chapter I Certain infectious and parasitic diseases | B00-B09 Viral infections characterized by skin and mucous membrane lesions | B02 Zoster [herpes zoster],648,328,320,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,648,NA,NA,NA,NA,NA,419883,NA,NA,NA,NA,NA,5.10E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,3.14E-01,NA,NA,NA,NA,NA,1.35E-01,NA,NA,NA,NA,NA,2.32E+00,NA,NA,NA,NA,NA,1.01E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-B02-both_sexes.tsv.bgz,icd10-B02-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B02-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B02-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B02-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B02-both_sexes.tsv.bgz.tbi,3b6643673032308216872d6e26e74cd0,534856370,0a023cd9756529bd135cd76940624140,1750664,EFO_0006510,Herpes Zoster,Other disease
icd10,B17,both_sexes,,,B17 Other acute viral hepatitis,truncated: true,NA,Chapter I Certain infectious and parasitic diseases | B15-B19 Viral hepatitis | B17 Other acute viral hepatitis,155,64,91,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,420376,NA,NA,NA,NA,NA,4.30E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,8.83E-01,NA,NA,NA,NA,NA,4.31E-01,NA,NA,NA,NA,NA,2.05E+00,NA,NA,NA,NA,NA,9.74E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-B17-both_sexes.tsv.bgz,icd10-B17-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B17-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B17-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B17-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B17-both_sexes.tsv.bgz.tbi,1bec37c3d8c9cf0f2b35d00001117240,515982933,31cd0cbe35733c0cc8b9771f4b557767,1749893,NA,NA,NA
icd10,B18,both_sexes,,,B18 Chronic viral hepatitis,truncated: true,NA,Chapter I Certain infectious and parasitic diseases | B15-B19 Viral hepatitis | B18 Chronic viral hepatitis,375,118,257,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,420156,NA,NA,NA,NA,NA,-3.00E-03,NA,NA,NA,NA,NA,1.90E-03,NA,NA,NA,NA,NA,-2.91E-01,NA,NA,NA,NA,NA,1.84E-01,NA,NA,NA,NA,NA,-1.58E+00,NA,NA,NA,NA,NA,1.05E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-B18-both_sexes.tsv.bgz,icd10-B18-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B18-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B18-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B18-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B18-both_sexes.tsv.bgz.tbi,9e03df76a27a34d7a336cacc9dfae583,528315588,c2421e3cb6fbdddf0c380cfba56fb382,1750616,EFO_0007540,viral hepatitis,Other disease
icd10,B25,both_sexes,,,B25 Cytomegaloviral disease,truncated: true,NA,Chapter I Certain infectious and parasitic diseases | B25-B34 Other viral diseases | B25 Cytomegaloviral disease,148,73,75,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,420383,NA,NA,NA,NA,NA,2.60E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,5.56E-01,NA,NA,NA,NA,NA,4.91E-01,NA,NA,NA,NA,NA,1.13E+00,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-B25-both_sexes.tsv.bgz,icd10-B25-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B25-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B25-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B25-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B25-both_sexes.tsv.bgz.tbi,10f048129f2aab287d494bd1e194ae89,515303322,d3abcb147c35bb695b23797d86dc43d8,1749919,EFO_0001062,cytomegalovirus infection,Other disease
icd10,B34,both_sexes,,,B34 Viral infection of unspecified site,truncated: true,NA,Chapter I Certain infectious and parasitic diseases | B25-B34 Other viral diseases | B34 Viral infection of unspecified site,2129,1265,864,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,2129,NA,NA,NA,NA,NA,418402,NA,NA,NA,NA,NA,3.00E-04,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,7.07E-03,NA,NA,NA,NA,NA,5.42E-02,NA,NA,NA,NA,NA,1.30E-01,NA,NA,NA,NA,NA,1.04E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-B34-both_sexes.tsv.bgz,icd10-B34-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B34-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B34-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B34-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B34-both_sexes.tsv.bgz.tbi,230e098a63aa3803b16b4d0e814dfe8e,543898302,15a9ff12afa162cb0b375e5bd1a474cf,1751188,EFO_0000763,viral disease,Other disease
icd10,B35,both_sexes,,,B35 Dermatophytosis,truncated: true,NA,Chapter I Certain infectious and parasitic diseases | B35-B49 Mycoses | B35 Dermatophytosis,309,96,213,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,309,NA,NA,NA,NA,NA,420222,NA,NA,NA,NA,NA,5.27E-05,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,6.01E-03,NA,NA,NA,NA,NA,2.51E-01,NA,NA,NA,NA,NA,2.39E-02,NA,NA,NA,NA,NA,1.00E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-B35-both_sexes.tsv.bgz,icd10-B35-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B35-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B35-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B35-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B35-both_sexes.tsv.bgz.tbi,7556ad31ae4a5546c15d0279802d246d,526397436,4c10a0ddf23e70fb6eff390a3f9a0f83,1750452,NA,NA,NA
icd10,B37,both_sexes,,,B37 Candidiasis,truncated: true,NA,Chapter I Certain infectious and parasitic diseases | B35-B49 Mycoses | B37 Candidiasis,3178,1796,1382,NA,NA,NA,"AFR,CSA,EUR",3,,0,60,NA,63,NA,3055,NA,6576,NA,8813,NA,417476,NA,-6.75E-02,NA,7.06E-02,NA,9.00E-04,NA,9.18E-02,NA,4.79E-02,NA,2.30E-03,NA,-1.01E+00,NA,1.28E+00,NA,1.60E-02,NA,1.38E+00,NA,8.67E-01,NA,4.09E-02,NA,-7.35E-01,NA,1.48E+00,NA,3.91E-01,NA,1.03E+00,NA,1.00E+00,NA,1.02E+00,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-B37-both_sexes.tsv.bgz,icd10-B37-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B37-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B37-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B37-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B37-both_sexes.tsv.bgz.tbi,7dbc1c5471a4baef3b41418785ad01be,1557302136,7147eb30ce46f9d3f1ed53b92dc7010c,2041794,EFO_1001283,NA,NA
icd10,B44,both_sexes,,,B44 Aspergillosis,truncated: true,NA,Chapter I Certain infectious and parasitic diseases | B35-B49 Mycoses | B44 Aspergillosis,203,97,106,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,203,NA,NA,NA,NA,NA,420328,NA,NA,NA,NA,NA,5.30E-03,NA,NA,NA,NA,NA,2.00E-03,NA,NA,NA,NA,NA,8.64E-01,NA,NA,NA,NA,NA,3.26E-01,NA,NA,NA,NA,NA,2.65E+00,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-B44-both_sexes.tsv.bgz,icd10-B44-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B44-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B44-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B44-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B44-both_sexes.tsv.bgz.tbi,87c4de68fc65a6e57c72ba8e4c680ea1,519395401,013ab5f4ed50f70745b9bac9f4ca08cb,1750106,EFO_0007157,NA,NA
icd10,B50,both_sexes,,,B50 Plasmodium falciparum malaria,truncated: true,NA,Chapter I Certain infectious and parasitic diseases | B50-B64 Protozoal diseases | B50 Plasmodium falciparum malaria,64,31,33,NA,NA,NA,AFR,1,,0,64,NA,NA,NA,NA,NA,6572,NA,NA,NA,NA,NA,-9.80E-01,NA,NA,NA,NA,NA,1.40E-01,NA,NA,NA,NA,NA,-1.40E+01,NA,NA,NA,NA,NA,2.00E+00,NA,NA,NA,NA,NA,-7.01E+00,NA,NA,NA,NA,NA,8.92E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,NA,NA,NA,NA,FALSE,icd10-B50-both_sexes.tsv.bgz,icd10-B50-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B50-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B50-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B50-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B50-both_sexes.tsv.bgz.tbi,cfff96f39ff262a9b4180416020d4a9b,502080355,ab2311d35274581365227adb30ffe486,1746380,EFO_0007444,NA,NA
icd10,B95,both_sexes,,,B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters,truncated: true,NA,"Chapter I Certain infectious and parasitic diseases | B95-B98 Bacterial, viral and other infectious agents | B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters",5189,2231,2958,NA,NA,NA,"AFR,CSA,EUR",3,,0,81,NA,99,NA,5009,NA,6555,NA,8777,NA,415522,NA,-2.10E-01,NA,1.56E-01,NA,2.60E-03,NA,9.63E-02,NA,4.62E-02,NA,2.20E-03,NA,-2.52E+00,NA,2.00E+00,NA,3.18E-02,NA,1.16E+00,NA,5.93E-01,NA,2.69E-02,NA,-2.18E+00,NA,3.37E+00,NA,1.18E+00,NA,1.01E+00,NA,1.03E+00,NA,1.06E+00,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-B95-both_sexes.tsv.bgz,icd10-B95-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B95-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B95-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B95-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B95-both_sexes.tsv.bgz.tbi,910653335d722a9b27ac8afd28c73571,1589574988,4a9ea1e4f54ccbff3cfe67564896d477,2047561,NA,NA,NA
icd10,B96,both_sexes,,,B96 Other bacterial agents as the cause of diseases classified to other chapters,truncated: true,NA,"Chapter I Certain infectious and parasitic diseases | B95-B98 Bacterial, viral and other infectious agents | B96 Other bacterial agents as the cause of diseases classified to other chapters",11302,5883,5419,NA,NA,NA,"AFR,CSA,EAS,EUR,MID",5,,0,215,NA,346,56,10629,56,6421,NA,8530,2653,409902,1543,8.75E-02,NA,1.61E-01,-6.45E-02,4.60E-03,2.62E-01,6.76E-02,NA,4.39E-02,1.11E-01,2.10E-03,1.30E-01,5.22E-01,NA,8.47E-01,-5.27E-01,3.26E-02,1.48E+00,4.03E-01,NA,2.31E-01,9.03E-01,1.49E-02,7.35E-01,1.30E+00,NA,3.67E+00,-5.84E-01,2.19E+00,2.02E+00,1.02E+00,NA,9.94E-01,9.80E-01,1.05E+00,1.01E+00,h2_z_insignificant,NA,h2_z_insignificant,h2_z_insignificant,h2_z_insignificant,h2_z_insignificant,FALSE,icd10-B96-both_sexes.tsv.bgz,icd10-B96-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B96-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B96-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B96-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B96-both_sexes.tsv.bgz.tbi,f5260bdc700b5028c8ee88b0ce4d0aa2,2119638782,dc2a6d0110569a233058dcc1cdde83c0,2189219,NA,NA,NA
icd10,B97,both_sexes,,,B97 Viral agents as the cause of diseases classified to other chapters,truncated: true,NA,"Chapter I Certain infectious and parasitic diseases | B95-B98 Bacterial, viral and other infectious agents | B97 Viral agents as the cause of diseases classified to other chapters",639,479,160,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,639,NA,NA,NA,NA,NA,419892,NA,NA,NA,NA,NA,3.00E-04,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,1.87E-02,NA,NA,NA,NA,NA,1.37E-01,NA,NA,NA,NA,NA,1.36E-01,NA,NA,NA,NA,NA,1.02E+00,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-B97-both_sexes.tsv.bgz,icd10-B97-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B97-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B97-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B97-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B97-both_sexes.tsv.bgz.tbi,9aee3d7b238fb3c324d9b1de68924881,534690769,229217ebadb534e69e7a1d7f1f24e6b1,1750872,NA,NA,NA
icd10,B98,both_sexes,,,B98 Other specified infectious agents as the cause of diseases classified to other chapters,truncated: true,NA,"Chapter I Certain infectious and parasitic diseases | B95-B98 Bacterial, viral and other infectious agents | B98 Other specified infectious agents as the cause of diseases classified to other chapters",1626,805,821,NA,NA,NA,"AFR,CSA,EUR",3,,0,67,NA,73,NA,1486,NA,6569,NA,8803,NA,419045,NA,-2.43E-01,NA,1.54E-01,NA,-3.90E-03,NA,8.09E-02,NA,4.94E-02,NA,2.40E-03,NA,-3.36E+00,NA,2.49E+00,NA,-1.22E-01,NA,1.12E+00,NA,7.99E-01,NA,7.52E-02,NA,-3.01E+00,NA,3.12E+00,NA,-1.63E+00,NA,1.02E+00,NA,1.02E+00,NA,1.04E+00,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,h2_z_insignificant,NA,FALSE,icd10-B98-both_sexes.tsv.bgz,icd10-B98-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B98-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B98-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B98-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B98-both_sexes.tsv.bgz.tbi,ad0d8cf898c68b569e20fe77a7187cee,1543346265,eec22f3722a44cc920936ff9e3ce8d2c,2039926,NCBITaxon_210,helicobacter pylori,Other trait
icd10,C02,both_sexes,,,C02 Malignant neoplasm of other and unspecified parts of tongue,truncated: true,NA,"Chapter II Neoplasms | C00-C14 Malignant neoplasms of lip, oral cavity and pharynx | C02 Malignant neoplasm of other and unspecified parts of tongue",259,85,174,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,420272,NA,NA,NA,NA,NA,1.90E-03,NA,NA,NA,NA,NA,2.10E-03,NA,NA,NA,NA,NA,2.52E-01,NA,NA,NA,NA,NA,2.78E-01,NA,NA,NA,NA,NA,9.05E-01,NA,NA,NA,NA,NA,9.65E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-C02-both_sexes.tsv.bgz,icd10-C02-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C02-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C02-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C02-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C02-both_sexes.tsv.bgz.tbi,75e2dc4839ff603d9df95d07b19801f1,523860822,52681def665888bd55521ab30a0993d9,1750654,EFO_0003871,tongue neoplasm,Cancer
icd10,C09,both_sexes,,,C09 Malignant neoplasm of tonsil,truncated: true,NA,"Chapter II Neoplasms | C00-C14 Malignant neoplasms of lip, oral cavity and pharynx | C09 Malignant neoplasm of tonsil",262,71,191,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,262,NA,NA,NA,NA,NA,420269,NA,NA,NA,NA,NA,2.60E-03,NA,NA,NA,NA,NA,2.00E-03,NA,NA,NA,NA,NA,3.41E-01,NA,NA,NA,NA,NA,2.63E-01,NA,NA,NA,NA,NA,1.30E+00,NA,NA,NA,NA,NA,9.85E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-C09-both_sexes.tsv.bgz,icd10-C09-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C09-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C09-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C09-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C09-both_sexes.tsv.bgz.tbi,12e50d84849ab9a1c7d4620340abfbae,524196715,791c0124436355e89df299de835fb187,1750277,EFO_1001214,tonsil cancer,Cancer
icd10,C15,both_sexes,,,C15 Malignant neoplasm of oesophagus,truncated: true,NA,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C15 Malignant neoplasm of oesophagus,975,235,740,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,975,NA,NA,NA,NA,NA,419556,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,2.20E-03,NA,NA,NA,NA,NA,1.01E-01,NA,NA,NA,NA,NA,9.68E-02,NA,NA,NA,NA,NA,1.05E+00,NA,NA,NA,NA,NA,9.97E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-C15-both_sexes.tsv.bgz,icd10-C15-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C15-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C15-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C15-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C15-both_sexes.tsv.bgz.tbi,2e8838c1407b96880fd780fcf11ddc85,537893193,f7f9cf13b0933f78c181fd4b2ff69ac5,1751059,EFO_0002916,esophageal carcinoma,Cancer
icd10,C16,both_sexes,,,C16 Malignant neoplasm of stomach,truncated: true,NA,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C16 Malignant neoplasm of stomach,764,217,547,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,764,NA,NA,NA,NA,NA,419767,NA,NA,NA,NA,NA,-1.00E-04,NA,NA,NA,NA,NA,2.40E-03,NA,NA,NA,NA,NA,-5.37E-03,NA,NA,NA,NA,NA,1.29E-01,NA,NA,NA,NA,NA,-4.17E-02,NA,NA,NA,NA,NA,9.94E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-C16-both_sexes.tsv.bgz,icd10-C16-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C16-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C16-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C16-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C16-both_sexes.tsv.bgz.tbi,23f77da9aee45d7e73c0761d1a0087c4,535629291,35961a0585a532e28c51071490a38551,1750646,EFO_0003897,stomach neoplasm,Cancer
icd10,C17,both_sexes,,,C17 Malignant neoplasm of small intestine,truncated: true,NA,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C17 Malignant neoplasm of small intestine,244,108,136,NA,NA,NA,EUR,1,,0,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,420287,NA,NA,NA,NA,NA,-5.60E-03,NA,NA,NA,NA,NA,2.30E-03,NA,NA,NA,NA,NA,-7.81E-01,NA,NA,NA,NA,NA,3.21E-01,NA,NA,NA,NA,NA,-2.43E+00,NA,NA,NA,NA,NA,9.84E-01,NA,NA,NA,NA,NA,h2_z_insignificant,NA,FALSE,icd10-C17-both_sexes.tsv.bgz,icd10-C17-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C17-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C17-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C17-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C17-both_sexes.tsv.bgz.tbi,0d586a13effee5906868e524f177efb5,522903548,151ac5b2052fac481fddf2a91449612f,1750171,NA,NA,NA
